iteration,historical_group,stratum,population_weight,historical_winner_order,new_winner_order,new_window_launched_utc,new_window_completed_utc,historical_solve_seconds,new_solve_seconds,winner_solve_speedup,historical_window_seconds,new_window_seconds,historical_build_seconds,new_build_seconds,initialization_preparation_seconds,historical_objective,new_objective,objective_relative_change,accepted,new_status,window_speedup,historical_variable_objects,historical_constraint_objects,new_variable_objects,new_constraint_objects,primary_auxiliary_values_match,historical_model_coordinates,new_model_coordinates,max_abs_delta_Pg,max_abs_delta_Qg,max_abs_delta_b,max_abs_delta_b_q,max_abs_delta_soc,max_abs_delta_p_nd,max_abs_delta_q_nd,max_abs_delta_Vm,max_abs_delta_Va_deg_raw,max_abs_delta_Va_deg_wrapped,residual_ac_active_balance_pu_abs,residual_ac_reactive_balance_pu_abs,residual_branch_loss_nonnegativity_pu_abs,residual_branch_mva_abs,residual_branch_normalized_squared_residual,residual_curtailment_nonnegativity_pu_abs,residual_soc_recurrence_mwh_abs,residual_terminal_soc_mwh_abs,residual_voltage_bound_pu_abs
7905,primary,0.5000–0.5999,46.81818181818182,0,0,2026-09-20T20:16:30.612018+00:00,2026-09-20T20:17:01.500736+00:00,40.31123324998771,25.440027833043132,1.5845593218113112,47.06880612499663,30.888717916968744,0.8581695419852622,1.245602333045099,0.8265587079804391,236297.30644521036,236297.3064452426,1.3646809873195902e-13,True,optimal,1.5238187046649592,51,4057,17,1349,True,6876,6880,1.5276970088962116e-07,4.954848932925415e-06,1.5589463913355528e-07,6.8132339423598864e-06,1.5589463941978465e-07,1.6655121726216748e-11,1.1746684947411268e-05,6.96901203411926e-10,6.349991643617159e-09,6.349978320940863e-09,4.7251091928046665e-15,8.718359367776429e-14,0.0,0.0,0.0,0.0,2.366850347711256e-12,5.400124791776761e-13,0.0
4455,primary,0.0999–0.2000,46.90909090909091,0,0,2026-09-20T20:16:53.122437+00:00,2026-09-20T20:17:13.375001+00:00,23.764804791000643,14.598557167046238,1.6278872301603649,30.28714937499899,20.252563125046436,0.8914526250009658,1.2395667909877375,0.8230889590340666,196875.1735375109,196875.17355659558,9.693788127828194e-11,True,optimal,1.4954724094918503,51,4057,17,1349,True,6876,6880,0.00012081438862310279,0.15991152279352505,1.4631874287410432e-07,0.015186856209699284,1.463185206329598e-07,1.3484282135323156e-08,0.16095445243307438,8.675045273243143e-07,8.180703105153952e-06,8.180703105153952e-06,1.0018652574217412e-14,4.408917675391422e-14,0.0,0.0,0.0,0.0,1.127610832263098e-12,5.684341886080801e-13,0.0
4923,primary,0.5000–0.5999,46.81818181818182,0,0,2026-09-20T20:17:02.641401+00:00,2026-09-20T20:17:56.009780+00:00,38.03919095799938,47.78147954202723,0.7961074316365861,44.364722874997824,53.36837820895016,0.8656120000014198,1.2372296669636853,0.8278855829848908,228629.14246300282,228629.1533185132,4.7480869137574676e-08,True,optimal,0.8312923188577918,51,4057,17,1349,True,6876,6880,1.1920076877128736,3.7986791566474807,1.4018133814949358,1.8392187814731429,1.4018133814948897,1.7548131836520042e-08,3.62960318066591,5.549801196558235e-05,0.02377260094006939,0.023772600940077382,9.663381206337363e-15,5.3397286592371527e-14,0.0,0.0,0.0,0.0,1.1573282242759945e-12,5.684341886080801e-13,0.0
8619,primary,0.5999–0.7000,46.90909090909091,0,0,2026-09-20T20:17:14.526343+00:00,2026-09-20T20:17:51.216594+00:00,46.384633207984734,31.121445083001163,1.4904395693797803,52.60312754201004,36.69025058299303,0.8301474160107318,1.2660320000140928,0.8398654159973375,281758.711604039,281758.71160403383,-1.838623477445067e-14,True,optimal,1.4337085930504132,51,4057,17,1349,True,6876,6880,1.278872900911665e-07,3.755047247011589e-05,1.3801890452747045e-07,8.85775259118482e-06,1.38018904360937e-07,4.376943252282217e-12,4.091382049864478e-05,6.532929752722794e-11,4.9743356100862e-09,4.974339162799879e-09,9.833911462919786e-14,2.55298004958604e-13,0.0,0.0,0.0,2.599454670309835e-18,1.5815622195127638e-12,1.8351292707663447e-13,0.0
4128,primary,0.5000–0.5999,46.81818181818182,0,0,2026-09-20T20:17:52.353535+00:00,2026-09-20T20:18:27.844847+00:00,40.34473666699887,29.813240082992706,1.3532489777927215,46.394394042001295,35.4913115829695,0.8778894579991174,1.1858072089962661,0.7971329999854788,206807.6165760422,206807.61685364554,1.342326461376558e-09,True,optimal,1.307204269798348,51,4057,17,1349,True,6876,6880,0.0005726126821059552,1.239569669610267,0.0006226054084983717,0.42417158585315606,0.0006226054084521453,2.0499078345892485e-07,1.2244117085022452,2.88591543995409e-06,4.24723734298027e-05,4.2472373422697274e-05,4.867217739956687e-15,1.604050225978426e-14,0.0,0.0,0.0,6.851467552784011e-18,1.572165053036808e-12,7.851497230149107e-13,0.0
7589,primary,0.9899–1.0000,7.428571428571429,0,0,2026-09-20T20:17:57.150413+00:00,2026-09-20T20:20:34.115713+00:00,423.47893529199064,151.1336246249848,2.8020166679836436,430.10333429201273,156.96530020801583,0.8634043330093846,1.2642406669910997,0.8480402500135824,252273.94725494736,252273.94636376266,-3.532606937523144e-09,True,optimal,2.740117298039917,51,4057,17,1349,True,6876,6880,0.5273574891875796,78.64828656434959,0.567944762899625,171.18107588255845,0.5679447628996321,1.0134215244761435e-08,249.83410182797766,5.6514116510530954e-05,0.020377007255078183,0.020377007255092394,2.5792701308091636e-14,6.656009077232738e-14,0.0,0.0,0.0,0.0,5.435772546056455e-13,2.7000623958883807e-13,0.0
4852,primary,0.4001–0.5000,46.81818181818182,0,0,2026-09-20T20:18:28.988049+00:00,2026-09-20T20:18:54.959198+00:00,36.29752887500217,19.867405666969717,1.8269888622321802,42.68880883399834,25.971149166987743,0.872650249999424,1.2539361250237562,0.8358028749935329,230884.34220631505,230884.3421503946,-2.422011321822936e-10,True,optimal,1.643701191638475,51,4057,17,1349,True,6876,6880,0.01230783868737717,0.029735731626814754,0.009454026202016408,0.03494508857387846,0.009454026202092791,1.086331735677959e-08,0.00890270892260503,1.1450812250624054e-05,0.0007315813522055237,0.0007315813521984182,3.446132268436486e-15,1.0800249583553523e-14,0.0,0.0,0.0,0.0,1.5348203851378367e-12,7.673861546209082e-13,0.0
7642,primary,0.2000–0.3000,46.81818181818182,0,0,2026-09-20T20:20:35.259881+00:00,2026-09-20T20:20:57.745161+00:00,27.018854583991924,16.650726125051733,1.622683262043503,33.56475758401211,22.48527991696028,0.8628872080007568,1.2680249999975786,0.8413112499983981,222181.7133934474,222181.71339352144,3.332413975529011e-13,True,optimal,1.492743595275181,51,4057,17,1349,True,6876,6880,1.2095898682673578e-07,1.1699452642233155e-06,3.784726132494143e-08,7.907927808137316e-07,3.784728619393718e-08,4.260414243617561e-11,1.111659614139171e-06,2.1146551176798312e-10,5.000239999830569e-09,5.000231340090977e-09,2.7675639557855902e-14,9.72022462519817e-14,0.0,0.0,0.0,0.0,1.4371104133104051e-12,6.132143404169454e-13,0.0
6794,helper,0.5091–0.6727,9.0,1,0,2026-09-20T20:18:56.099715+00:00,2026-09-20T20:19:43.250109+00:00,136.11047574999975,41.797082750010304,3.256458747709281,448.5873403750011,47.15039458300453,0.9274838749988703,1.2798267920152284,0.8531009169528261,244162.15427858467,244162.15370363055,-2.3548044033166443e-09,True,optimal,9.5139678966058,51,4057,17,1349,True,6876,6880,0.7284424759518515,39.875355648140925,0.8019175514727692,43.87801230645045,0.8019175514729113,1.5939536979203695e-07,57.02921456126767,3.641717270808087e-05,0.014133855782033855,0.014133855782034743,2.415845301584341e-15,1.1338707750496723e-14,0.0,0.0,0.0,0.0,1.0937454656973888e-12,7.518384989558223e-13,0.0
7900,primary,0.9001–0.9499,36.714285714285715,0,0,2026-09-20T20:20:58.883905+00:00,2026-09-20T20:21:27.346977+00:00,120.07320479198825,22.863388500001747,5.25176768054215,127.48268208300578,28.463072749960702,0.8425750839815009,1.2637684170040302,0.8370150830014609,259956.7823875377,259956.7789265228,-1.3313808873032524e-08,True,optimal,4.47887981747093,51,4057,17,1349,True,6876,6880,1.0999944205686916,37.582164171424054,1.1581700925228784,37.091001738480834,1.1581700925228802,4.2927467802655883e-07,74.7183488638958,6.244970493929358e-05,0.020944804876300793,0.0209448048763079,4.121147867408581e-15,1.7834622667578513e-14,0.0,0.0,0.0,4.519354333940323e-17,5.684341886080802e-14,4.263256414560601e-14,0.0
4295,primary,0.5999–0.7000,46.90909090909091,0,0,2026-09-20T20:19:44.384818+00:00,2026-09-20T20:20:17.563131+00:00,41.41891762500018,27.23589070898015,1.5207476806089413,47.571012874999724,33.17831283400301,0.8075241660008032,1.2597417500219308,0.8392187919816934,222945.90430164686,222945.90462818515,1.4646525347320993e-09,True,optimal,1.4337984307100229,51,4057,17,1349,True,6876,6880,0.0009047354608924252,51.28694966563452,0.00010280987077142717,89.38073602451142,0.00010280987015045834,1.3751997585131903e-07,38.09427510699762,4.111476963131189e-05,0.0006905243971004893,0.0006905243971004893,8.029132914089131e-15,3.289812866569264e-14,0.0,0.0,0.0,3.081167429302102e-18,1.592960867244841e-12,7.958078640513122e-13,0.0
4019,primary,0.9499–0.9899,29.428571428571427,0,0,2026-09-20T20:20:18.706039+00:00,2026-09-20T20:21:10.727862+00:00,212.06290454196278,45.76935008302098,4.63329507972698,219.5814384589903,52.02182383299805,0.9977734580170363,1.2743106249836273,0.8548772920039482,180352.5277469887,180352.5276581726,-4.924583109905221e-10,True,optimal,4.220948484311064,51,4057,17,1349,True,6876,6880,0.006914684226416057,0.03255195040361514,0.008882148746163665,0.020932669024900874,0.008882148746181429,5.582211315413588e-08,0.04695923916267475,1.9915872124798284e-06,0.0001231361523448271,0.0001231361523537089,1.0977885267493547e-14,1.3733597592491265e-14,0.0,0.0,0.0,0.0,9.035749748518163e-13,4.5180525987120745e-13,0.0
4158,primary,0.8000–0.9001,46.90909090909091,0,0,2026-09-20T20:21:11.875878+00:00,2026-09-20T20:21:42.727432+00:00,90.30826587500087,24.847280625021085,3.6345331804262275,97.38210233400059,30.851553875021636,0.8452371659986966,1.2615131249767728,0.8382252500159666,193398.77605849007,193398.77622715267,8.720975851643729e-10,True,optimal,3.15647317890345,51,4057,17,1349,True,6876,6880,0.0005864995255109307,56.4605760717898,0.0942066814257938,11.183548170349296,0.09366964494755337,0.09420644776616882,61.88820051817889,3.690272163558994e-05,0.0005957642241725125,0.0005957642241583017,2.6290081223123707e-15,3.5993430458347574e-14,0.0,0.0,0.0,0.0,8.742686140469046e-14,4.263256414560601e-14,0.0
8148,primary,0.0999–0.2000,46.90909090909091,0,0,2026-09-20T20:21:28.495532+00:00,2026-09-20T20:21:51.035977+00:00,25.25272354198387,16.852640917000826,1.4984431025590237,31.981934834009735,22.540444791025948,0.792667125002481,1.2766621250193566,0.8448195839882828,240542.85174488847,240542.84885477298,-1.2014971413303208e-08,True,optimal,1.4188688435617178,51,4057,17,1349,True,6876,6880,0.0009706706303926893,0.01846781467789782,0.0011459810025294948,0.0005386836138807638,0.0011459810025291617,1.4859760995022953e-06,0.003623353440662669,7.021031458220861e-06,9.94160942404676e-05,9.941609422980946e-05,9.734435479913373e-15,5.941913627793838e-14,0.0,0.0,0.0,0.0,2.0030072435742174e-12,1.256207791055456e-12,0.0
8057,primary,0.4001–0.5000,46.81818181818182,0,0,2026-09-20T20:21:52.174310+00:00,2026-09-20T20:22:18.245299+00:00,32.946869375009555,20.85996570799034,1.579430658526412,39.19266825000523,26.070988124993164,0.7959517919807695,1.2461964579997584,0.8328300410066731,338020.1131060038,338020.1122823776,-2.436618847170438e-09,True,optimal,1.5033058226294407,51,4057,17,1349,True,6876,6880,0.0021012812919707358,0.8160711433528149,0.0030955533897465415,1.1120698241380147,0.0023431934922655273,3.635604457485897e-07,1.1148149277526045,4.54039135822093e-06,0.0001723985184725052,0.00017239851848671606,3.524291969370097e-14,3.796518655008185e-14,0.0,0.0,0.0,0.0,9.034344114282854e-13,4.547473508864641e-13,0.0
3607,primary,0.3000–0.4001,46.90909090909091,0,0,2026-09-20T20:21:43.870742+00:00,2026-09-20T20:22:06.405180+00:00,30.88916858399898,17.25663437496405,1.7899880076739083,37.986233874999016,22.53443833300844,0.9710596660006559,1.2504260420100763,0.8371619579847902,158346.6324140712,158346.63200723048,-2.5693045859340315e-09,True,optimal,1.6856969458766937,51,4057,17,1349,True,6876,6880,0.0001258669737183027,0.08195556765292444,2.9093074819480493e-05,0.0196673540575123,2.509364833759784e-05,3.286482410658209e-07,0.09846199472531225,4.107936507180554e-06,6.201956898221894e-05,6.201956898621575e-05,1.1368683772161603e-15,1.4210854715202004e-16,0.0,0.0,0.0,0.0,2.1316282072803006e-14,3.552713678800501e-15,0.0
3270,helper,0.3273–0.5091,10.0,1,0,2026-09-20T20:22:07.548212+00:00,2026-09-20T20:22:32.449234+00:00,110.65237495899987,18.637168542016298,5.937188082489097,440.0407990420001,24.901022833015304,0.9225373750000472,1.2475149579695426,0.8355589160346426,177808.72406122013,177808.72732993407,1.838331591271527e-08,True,optimal,17.671595339391722,51,4057,17,1349,True,6876,6880,0.0011068087781680447,3.9300937325827903,0.0005860475322079346,1.4682849341388169,0.0005860475295520473,2.510446222458995e-06,3.6811643493084887,6.2954533659453915e-06,8.25584101171728e-05,8.255841012783094e-05,5.194067398406332e-14,2.0957457991244156e-13,0.0,0.0,0.0,3.3461881250167593e-15,2.6587771697825224e-12,9.521272659185342e-13,0.0
4457,primary,0.0000–0.0999,46.81818181818182,0,0,2026-09-20T20:22:19.386295+00:00,2026-09-20T20:22:36.086218+00:00,18.631722124999214,10.848308124986943,1.717477224129052,25.12733179099814,16.699922917003278,0.8837366660009138,1.274932208005339,0.851664416026324,241138.7330837466,241138.73308783706,1.6963081819717246e-11,True,optimal,1.504637591195967,51,4057,17,1349,True,6876,6880,1.9985951666967594e-06,0.0024962318323407118,1.527816736923458e-06,0.0005284081221610393,1.476381664922144e-06,2.685112576727988e-09,0.002541453232680624,1.0772669867264995e-08,2.217123196146531e-07,2.2171232672008045e-07,1.6806528567382858e-14,1.2079226507921704e-15,0.0,0.0,0.0,1.3738797618392269e-14,1.6453029192428463e-13,5.684341886080802e-14,0.0
5243,primary,0.2000–0.3000,46.81818181818182,0,0,2026-09-20T20:22:33.596350+00:00,2026-09-20T20:22:56.268972+00:00,27.672406665995368,16.693077749980148,1.657717473102183,35.20315037500404,22.67262133397162,0.8810723749993485,1.2271487910184078,0.8184532079612836,171048.7386410432,171048.73917783776,3.138255065616004e-09,True,optimal,1.5526722674213789,51,4057,17,1349,True,6876,6880,0.0001815105698597108,0.0012909668552367748,0.00011673236624965,0.0004027899909230248,0.00011673236622300465,3.3465187243564287e-07,0.001121844605485478,3.9037870869229607e-07,8.361495124731277e-06,8.361495133613062e-06,1.2363443602225743e-14,1.1139311695274046e-13,0.0,0.0,0.0,0.0,8.115524379359758e-13,8.810729923425242e-13,0.0
5059,primary,0.7000–0.8000,46.81818181818182,0,0,2026-09-20T20:22:37.231948+00:00,2026-09-20T20:23:12.930365+00:00,47.98567479099438,30.61940887500532,1.5671652900577442,54.95925516700663,35.69841641699895,0.8757622920093127,1.2523744580103084,0.8430640829610638,284761.6419084464,284761.6418375976,-2.4880033975856353e-10,True,optimal,1.539543225812,51,4057,17,1349,True,6876,6880,1.0321234185539652e-05,0.0001453750362259143,4.742165024683442e-06,8.159263574825104e-05,3.8423290646960595e-06,3.801199000008637e-08,0.00025650692276713016,5.217804099899581e-08,5.431194312066623e-07,5.431194267657702e-07,1.604405497346306e-13,1.3979928326079972e-13,0.0,0.0,0.0,1.8204119982151578e-18,1.1576667901212756e-12,8.100187187665142e-13,0.0
5218,primary,0.0999–0.2000,46.90909090909091,0,0,2026-09-20T20:22:57.425435+00:00,2026-09-20T20:23:16.514951+00:00,25.694936375002726,13.269006291986443,1.9364627470649916,32.155803749999905,19.08951566700125,0.8811209170016809,1.2336975840153173,0.8213382089743391,140113.0688651252,140113.06885176964,-9.531996752186348e-11,True,optimal,1.6844745728979105,51,4057,17,1349,True,6876,6880,1.0180979209906127e-05,0.004389313653074822,5.803385902994861e-07,0.04241845581456438,5.803389910852275e-07,9.93190951703582e-09,0.04435532372916384,8.103063462439053e-07,1.1575249736495152e-05,1.157524974360058e-05,2.9487523534044156e-15,3.9843128796235305e-14,0.0,0.0,0.0,0.0,1.3212427842339974e-12,6.821210263296962e-13,0.0
6089,primary,0.4001–0.5000,46.81818181818182,0,0,2026-09-20T20:23:14.079132+00:00,2026-09-20T20:23:41.433011+00:00,36.381360917002894,21.372634499974083,1.7022403539931874,42.8212832089921,27.353878166992217,0.9172687079990283,1.2275132919894531,0.8136233339901082,301380.6619690833,301380.67119901534,3.0625495273236795e-08,True,optimal,1.565455653036589,51,4057,17,1349,True,6876,6880,0.006922872021107196,2.1732792860670713,0.007508606742216983,4.325973911011815,0.007508606742248958,4.342124611866893e-06,6.499838268928414,9.744589802629378e-06,0.00027627979519451173,0.00027627979520161716,7.958078640513123e-15,1.781685909918451e-14,0.0,0.0,0.0,6.79941861629428e-17,5.342698072147156e-12,2.6716406864579767e-12,0.0
4635,primary,0.0000–0.0999,46.81818181818182,0,0,2026-09-20T20:23:17.664371+00:00,2026-09-20T20:23:33.116614+00:00,16.281708458001958,9.850574666052125,1.6528688944527616,23.041064000004553,15.452242458995897,0.8484672919948935,1.2628558339783922,0.8458172079990618,181917.777897848,181917.77789786275,8.111160004301339e-14,True,optimal,1.4911145784274593,51,4057,17,1349,True,6876,6880,3.5862521029554294e-10,0.00025029482659277846,4.674986255320118e-14,0.00013542263091220752,5.684341886080802e-14,3.5862488432589536e-10,0.0003857192834146872,7.038813976123492e-13,1.078248601515952e-11,1.0771827874123119e-11,3.787192781601334e-14,2.842170943040401e-16,0.0,0.0,0.0,9.244647290860032e-13,3.45454188258737e-14,0.0,0.0
8671,primary,0.3000–0.4001,46.90909090909091,0,0,2026-09-20T20:23:34.261478+00:00,2026-09-20T20:23:58.121346+00:00,30.91734420901048,17.63418441702379,1.7532619302292949,36.95259599998826,23.859868000028655,0.8671372090175282,1.249246041988954,0.8286106250016019,245805.79779257497,245805.797817139,9.993271346609238e-11,True,optimal,1.548734301461512,51,4057,17,1349,True,6876,6880,0.00294696225972757,0.20583374636050422,0.0032636861722465937,0.061433490871401375,0.003263686172317648,2.4757525807217462e-08,0.18036261227752703,1.153467604320113e-06,5.667573144840787e-05,5.667573145728966e-05,8.526512829121202e-16,4.340972026284362e-15,0.0,0.0,0.0,0.0,7.376930216316212e-14,2.842170943040401e-14,0.0
