time,load_bus_5,load_bus_7,load_bus_9
2021-12-18T00:00:00-08:00,75.363970948053804,83.737745497837565,104.67218187229696
2021-12-18T01:00:00-08:00,95.096410362421594,105.66267818046843,132.07834772558553
2021-12-18T02:00:00-08:00,112.56318233581558,125.07020259535065,156.33775324418832
2021-12-18T03:00:00-08:00,117.9054132937061,131.00601477078456,163.75751846348069
2021-12-18T04:00:00-08:00,118.46520519892276,131.62800577658084,164.53500722072604
2021-12-18T05:00:00-08:00,114.25870452700354,126.95411614111505,158.69264517639382
2021-12-18T06:00:00-08:00,102.53055434880267,113.9228381653363,142.40354770667037
2021-12-18T07:00:00-08:00,96.515158411004919,107.23906490111658,134.04883112639573
2021-12-18T08:00:00-08:00,94.523309272277857,105.02589919141984,131.28237398927479
2021-12-18T09:00:00-08:00,92.63093127457941,102.92325697175491,128.65407121469363
2021-12-18T10:00:00-08:00,87.659239405834398,97.399154895371552,121.74894361921444
2021-12-18T11:00:00-08:00,83.876941341858142,93.196601490953483,116.49575186369186
2021-12-18T12:00:00-08:00,86.627943543631716,96.253270604035237,120.31658825504405
2021-12-18T13:00:00-08:00,87.814650220802363,97.571833578669285,121.9647919733366
2021-12-18T14:00:00-08:00,88.545754413714576,98.384171570793967,122.98021446349246
2021-12-18T15:00:00-08:00,85.756120801060021,95.284578667844471,119.10572333480559
2021-12-18T16:00:00-08:00,82.348534777322811,91.498371974803121,114.37296496850389
2021-12-18T17:00:00-08:00,79.138262952451015,87.931403280501129,109.91425410062641
2021-12-18T18:00:00-08:00,75.141239683436893,83.490266314929883,104.36283289366234
2021-12-18T19:00:00-08:00,75.502934961458081,83.892149957175633,104.86518744646955
2021-12-18T20:00:00-08:00,76.63745604001025,85.152728933344733,106.44091116668091
2021-12-18T21:00:00-08:00,78.715759557548054,87.461955063942284,109.32744382992784
2021-12-18T22:00:00-08:00,77.706853790890747,86.34094865654528,107.9261858206816
2021-12-18T23:00:00-08:00,78.235838568526802,86.928709520585329,108.66088690073167
2021-12-19T00:00:00-08:00,82.167667380021044,91.297408200023384,114.12176025002923
2021-12-19T01:00:00-08:00,92.558062696772026,102.84229188530225,128.55286485662782
2021-12-19T02:00:00-08:00,94.885123100046002,105.42791455560668,131.78489319450836
2021-12-19T03:00:00-08:00,107.07970330606238,118.97744811784709,148.72181014730887
2021-12-19T04:00:00-08:00,113.67683075558367,126.30758972842629,157.88448716053287
2021-12-19T05:00:00-08:00,106.02804059732938,117.80893399703265,147.2611674962908
2021-12-19T06:00:00-08:00,103.57752248755546,115.08613609728384,143.8576701216048
2021-12-19T07:00:00-08:00,92.242459560374783,102.49162173374975,128.11452716718719
2021-12-19T08:00:00-08:00,86.493223611169157,96.103581790187945,120.12947723773493
2021-12-19T09:00:00-08:00,85.436834719190088,94.929816354655657,118.66227044331956
2021-12-19T10:00:00-08:00,88.285972401509696,98.095524890566338,122.61940611320792
2021-12-19T11:00:00-08:00,89.638324688470476,99.598138542744977,124.49767317843121
2021-12-19T12:00:00-08:00,90.373190860020031,100.41465651113336,125.51832063891671
2021-12-19T13:00:00-08:00,86.727944206863484,96.364382452070544,120.45547806508817
2021-12-19T14:00:00-08:00,82.142258217586033,91.269175797317814,114.08646974664727
2021-12-19T15:00:00-08:00,80.846390933400684,89.829323259334089,112.28665407416761
2021-12-19T16:00:00-08:00,75.763349238980155,84.181499154422397,105.226873943028
2021-12-19T17:00:00-08:00,75.175342493983422,83.528158326648239,104.41019790831031
2021-12-19T18:00:00-08:00,74.511803753530572,82.790893059478407,103.48861632434802
2021-12-19T19:00:00-08:00,75.453681493248141,83.837423881386812,104.79677985173352
2021-12-19T20:00:00-08:00,75.0349874968813,83.372208329868101,104.21526041233514
2021-12-19T21:00:00-08:00,77.488082087822804,86.097868986469777,107.62233623308722
2021-12-19T22:00:00-08:00,80.467110776244851,89.407900862494287,111.75987607811786
2021-12-19T23:00:00-08:00,82.974469538035123,92.193855042261248,115.24231880282656
2021-12-20T00:00:00-08:00,82.224800454746585,91.360889394162882,114.2011117427036
2021-12-20T01:00:00-08:00,101.14809832942667,112.3867759215852,140.48346990198149
2021-12-20T02:00:00-08:00,114.82207663457886,127.58008514953207,159.4751064369151
2021-12-20T03:00:00-08:00,115.44938657235609,128.27709619150676,160.34637023938345
2021-12-20T04:00:00-08:00,116.42577809507635,129.36197566119594,161.70246957649493
2021-12-20T05:00:00-08:00,113.67028680955063,126.30031867727848,157.8753983465981
2021-12-20T06:00:00-08:00,108.66793007292139,120.74214452546822,150.92768065683526
2021-12-20T07:00:00-08:00,109.57996488966708,121.75551654407454,152.19439568009318
2021-12-20T08:00:00-08:00,109.47230591278071,121.63589545864522,152.04486932330653
2021-12-20T09:00:00-08:00,102.39999946411717,113.77777718235241,142.22222147794051
2021-12-20T10:00:00-08:00,95.644054870231528,106.27117207803504,132.83896509754379
2021-12-20T11:00:00-08:00,95.659118591413829,106.28790954601537,132.85988693251923
2021-12-20T12:00:00-08:00,100.37981693586306,111.53312992873674,139.41641241092091
2021-12-20T13:00:00-08:00,98.670906526583337,109.6343405850926,137.04292573136576
2021-12-20T14:00:00-08:00,96.07711709593174,106.75235232881305,133.44044041101631
2021-12-20T15:00:00-08:00,95.405208743342456,106.00578749260272,132.50723436575342
2021-12-20T16:00:00-08:00,95.190309665342355,105.76701073926928,132.20876342408661
2021-12-20T17:00:00-08:00,92.230912815019394,102.47879201668822,128.09849002086028
2021-12-20T18:00:00-08:00,86.452995730362261,96.058884144846957,120.0736051810587
2021-12-20T19:00:00-08:00,79.839302929530334,88.710336588367042,110.88792073545881
2021-12-20T20:00:00-08:00,75.080842539011272,83.423158376679197,104.278947970849
2021-12-20T21:00:00-08:00,72.55576454170648,80.617516157451647,100.77189519681455
2021-12-20T22:00:00-08:00,73.825282168797486,82.028091298663867,102.53511412332985
2021-12-20T23:00:00-08:00,76.411168282984079,84.901298092204541,106.12662261525567
2021-12-21T00:00:00-08:00,72.838576818090402,80.931752020100447,101.16469002512555
2021-12-21T01:00:00-08:00,92.853291083322475,103.17032342591386,128.96290428239232
2021-12-21T02:00:00-08:00,107.46291141150132,119.40323490166814,149.25404362708517
2021-12-21T03:00:00-08:00,112.2847880133356,124.76087557037289,155.95109446296613
2021-12-21T04:00:00-08:00,114.13025982781421,126.81139980868247,158.51424976085309
2021-12-21T05:00:00-08:00,112.5393696433065,125.04374404811833,156.30468006014792
2021-12-21T06:00:00-08:00,109.43028397913625,121.58920442126249,151.98650552657813
2021-12-21T07:00:00-08:00,106.71475186165762,118.57194651295292,148.21493314119115
2021-12-21T08:00:00-08:00,99.9894721356562,111.09941348406245,138.87426685507808
2021-12-21T09:00:00-08:00,92.737491690477142,103.04165743386349,128.80207179232937
2021-12-21T10:00:00-08:00,86.104601733951696,95.671779704390772,119.58972463048848
2021-12-21T11:00:00-08:00,80.288037431780651,89.20893047975629,111.51116309969535
2021-12-21T12:00:00-08:00,79.799470214546687,88.666078016162984,110.83259752020373
2021-12-21T13:00:00-08:00,81.755462006471973,90.839402229413309,113.54925278676663
2021-12-21T14:00:00-08:00,83.392041263463909,92.657823626071007,115.82227953258877
2021-12-21T15:00:00-08:00,81.842722523562159,90.93635835951352,113.6704479493919
2021-12-21T16:00:00-08:00,76.869291925194858,85.410324361327625,106.76290545165952
2021-12-21T17:00:00-08:00,70.263628893891365,78.070698770990404,97.588373463738009
2021-12-21T18:00:00-08:00,66.84097914897184,74.267754609968705,92.834693262460888
2021-12-21T19:00:00-08:00,63.293702006715577,70.326335563017309,87.90791945377164
2021-12-21T20:00:00-08:00,61.979578061496042,68.866197846106715,86.082747307633397
2021-12-21T21:00:00-08:00,66.228938418605011,73.587709354005568,91.984636692506953
2021-12-21T22:00:00-08:00,70.160569647187643,77.956188496875157,97.445235621093943
2021-12-21T23:00:00-08:00,75.823564607127068,84.248405119030068,105.31050639878758
